student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
083fcf66d730da46c63129fa523dd610,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,"Great follow-up [REDACTED], great at [REDACTED][REDACTED] worker, strong knowledge base, connects with patients well and [REDACTED] them well","This is very minor, but try to lessen the amount of time working on notes and think about ways to write notes in a more efficient manner. This will set you up for success as an intern where you're responsible for writing multiple notes [REDACTED] on top of discharge paperwork and consults, etc.",3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-01-31,Resident,Daily ,"Very astute learner and proactively reads about her new patients. [REDACTED] can accurately identify the challenging MDM questions that requires more literature evidence and appropriately quotes studies to support her decision making. For example, when it comes to managing a patient's splenic venous thrombosis [REDACTED][REDACTED] necrotic pancreatitis, she cited evidence to educate the team [REDACTED] benefit of using anticoagulation vs. the risk of hemorrhagic conversion. Her documentation is also very organized. She did [REDACTED] job summarizing a very complex ICU transfer with atypical presentation of TB with lots of complications. When the patient [REDACTED], the MICU transfer note listed many problems separately without actually addressing etiology. However, the [REDACTED] wrote for the patient [REDACTED] written A&P section that clearly identified the etiology of each problem and articulated which problems were related to TB while which ones were not. Her oral presentations were also organized, concise, and easy to follow on rounds.","I think [REDACTED] can work on improving her efficiency on [REDACTED] with new admissions (but her current efficiency is very appropriate for her level of training). Our call days have not been very busy lately and on most call days we have asked her to pick up one new patient. However, as she progresses into [REDACTED], I would like to see her take on more patients and finish admission-related tasks with more efficiency. She can also identify scenarios of difficult conversation (e.g. breaking bad news), starting from [REDACTED] [REDACTED] anticipated discharge date being postponed, and gradually proceed to breaking the news about a new diagnosis of a disease with high morbidity/mortality, or leading GoC conversations, with the support of primary team behind her back. I think her rapport with patients is fantastic, and she is ready for one step further in [REDACTED] patient [REDACTED].",3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Attending,Daily ,Clear communicator and pauses to ask clarifying questions.,Would encourage to pick up more patients.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Resident,Daily ,"Impressed by [REDACTED]’s progress, how much she learned, and how she understood our plans on a deeper level.",[REDACTED] was always interested and engaged. I was so impressed by how much she learned over [REDACTED] and how quickly she implemented what she learned in [REDACTED]. She is well on [REDACTED] to becoming a great practitioner.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Attending,Daily ,clear history. [REDACTED] pt and goes the extra mile.,"You give great presentations, but you are soft spoken, so some important details could easily get missed. I encourage you to work on speaking louder and slower.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-08,Resident,Daily ,[REDACTED] was a wonderful member of our team. She consistently knew [REDACTED] help and would go above and beyond to check in [REDACTED] help write notes for the residents. She [REDACTED] job as residents much easier. Her clinical acumen is excellent for her level. She will be a great resident.,"Continue working on narrowing down your focus [REDACTED] specific neurologic concern, and then tailoring your history and exam to investigate that.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,3.0,3.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-13,Attending,Daily ,"You were an integral part of the team and truly helped with the care of [REDACTED]. You functioned at [REDACTED] an intern for most patients and there is no doubt that patients looked to you as the primary provider. In [REDACTED] repeatedly referred to [REDACTED] child’s doctor! You were always ready to take the lead, help the team and clearly knew your patients VERY well. Your presentations were very strong, organized and detailed. Thank you for consistently bringing learning to rounds that allowed us to better understand the disease processes of our patients. It was genuinely a pleasure having you on our team and anyone would be lucky to have you as their future resident!","-Your presentations were organized and appropriately detailed, especially for those patients who were new. For those who are nearing discharge, [REDACTED] to always include detail regarding what exactly needs to be done for them to go home, medication needs and follow up plan. -[REDACTED] to exclude extraneous detail from [REDACTED][REDACTED] past antibiotics or labs/imaging >24hrs old.",3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-21,Attending,Daily ,"I highly enjoyed working with [REDACTED] during [REDACTED] of general medicine together- she had a positive attitude, was extremely engaged in [REDACTED]'s activities throughout [REDACTED] and provided excellent care to her patients and families. Her presentations were [REDACTED] received feedback well and easily adapted to changes made to her notes. During [REDACTED] together she helped care for an infant with bronchiolitis, an infant with viral gastroenteritis, a child with lymphadenitis and a child with asthma. She was extremely thoughtful in [REDACTED] plans were quite accurate and needed little modification and she was tactful in [REDACTED]- I was impressed with her bedside manner and our rounds discussion of her patient [REDACTED] physician [REDACTED] transferred for a second opinion.",She easily adapted presentations and notes to our pediatric templates.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-03-14,Resident,Daily ,"- thorough, concise presentations - helpful with checking in [REDACTED][REDACTED][REDACTED] helping make sure they had pediatrician appointments proactively",- consider choosing a topic of interest to teach the team about (if you want to go above and beyond - truly not necessary though),3.0,3.0,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Pediatrics Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-04-11,Resident,Daily ,"Takes excellent initiative to check in [REDACTED] monitor response to patients - often had updates for team well before being asked for them. Willing member of care team - contributed applicable pieces of learning to rounds, appropriately engaged other members of team, and followed through on complex follow up tasks like communicating with outside specialists / specialist labs. Excellent use of literature to reinforce patient care - for example, found a case series of a specific bacteria in [REDACTED] with specific GU anomaly that helped answer parental concerns and reinforce our management.","To both [REDACTED] and improve communication skills with patients/families, think about anticipatory guidance / questions that [REDACTED] come up (esp return precautions, ways to communicate changes in [REDACTED] jargon) to bolster your ability to answer questions independently and looking [REDACTED]/attending [REDACTED] you are used to taking the primary caregiver role. Continue to balance including a thought-out assessment in [REDACTED] efficiency to optimize your time with patients, especially to build habits prior to assuming an intern role.",3.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,3.0,3.0,2.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-22,Attending,Daily ,"Dedication, focus, diligence- observed [REDACTED] [REDACTED][REDACTED] patients and staff",None identified at [REDACTED] from [REDACTED] on psychiatry knowledge base,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-22,Attending,Daily ,"The student showed motivation [REDACTED] as much as possible from [REDACTED] student was assigned to follow. The student operated near [REDACTED] [REDACTED] resident. Of course, needed guidance in [REDACTED] or diagnostic formulation, however, was [REDACTED] obtain most of the information to complete this.","Occasionally, needed interruption to model high yield questions during the interview. With [REDACTED] and experience, the student should be [REDACTED] obtain a complete history more efficiently (more thorough in [REDACTED]). The student should continue [REDACTED] about diagnosis and treatment options.",3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-22,Attending,Daily ,[REDACTED] did quite well and I was impressed by her attitude and curiosity. She was eager to help the team and looked forward to taking on complex patients.,Continue [REDACTED] about psychiatry while on other rotations; apply knowledge of human behavior and psychiatric conditions in [REDACTED].,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-22,Resident,Daily ,"[REDACTED] was very good at [REDACTED] patients. Patients would consistently look and address her as a member of the team at [REDACTED] of the resident [REDACTED]. She was very good at [REDACTED]'s at [REDACTED] demeanor, which made it easier to get valuable information to impact treatment. [REDACTED] used evidence based research to guide her decision making, and could adjust her decision based on patient [REDACTED]-in. [REDACTED] was a great member of the team!",Continue to incorporate dsm 5 criteria when building differential,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-11-22,Resident,Once,Used great open ended questions during [REDACTED] encounter.,Work on honing in [REDACTED] open ended questions. Specifically gather more details about past and current SI.,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-07-29,Attending,Weekly ,Excellent history taking and patient [REDACTED] writing detail.,Continue to work on your suturing skills,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-19,Resident,Daily ,"[REDACTED] is a very positive presence [REDACTED] team. She anticipates the needs of the team in [REDACTED] with rounds [REDACTED][REDACTED] changes, and being proactive with where and [REDACTED] do/prepare for in [REDACTED].","I think [REDACTED] is [REDACTED] absolute right path, she is diligent in [REDACTED] trying to understand her role [REDACTED] team. This will serve her well [REDACTED][REDACTED]. If [REDACTED] continues to apply [REDACTED] she did while on rotation, she will not doubt succeed in [REDACTED]!",3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-02,Attending,Daily ,"Great team player and adult learner. Diligent, honest.",Continue to work on fund of knowledge and technical skills.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-02,Attending,Daily ,"[REDACTED]'s performance on surgery was outstanding. Excellent fund of knowledge and understanding of basic principles. Always prepared for the OR in [REDACTED] patients history, pathophysiology and relevant surgical anatomy. Excellent technical skills. Presentations were well organized, thorough and concise. She could independently derive an appropriate differential diagnosis and plan for most patients.",more confidence when answering questions and presenting patients,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
083fcf66d730da46c63129fa523dd610,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-09-08,Resident,Daily ,Very well read on anatomy. Thoughtful and detail oriented in [REDACTED]. Really enjoyed working with her.,Rarely gave the wrong answer but often questioned whether her answers or thoughts regarding patient [REDACTED]. This is very normal at [REDACTED] can often be an asset to facilitate further learning. I fully expect her self confidence regarding her knowledge will increase with time.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,,,,
